HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,Shape_Leng,Shape_Area,waterID,AverageSam,SampleCoun,areaskqm
2,2,21NYDECA_WQX-11041203B,SS BP v1.3.4,1,,,02020001,0,373040.06740300000,1443866423.78000000000,1.00000000000,0.09160000000,10,1443.86642378000
2,2,21NYDECA_WQX-11040247,SS BP v1.3.4,1,,,02020001,0,533660.09689700000,2178752989.19000000000,2.00000000000,0.14275000000,10,2178.75298919000
2,2,21NYDECA_WQX-11031011,SS BP v1.3.4,1,,,02020003,0,2940.00069904000,223600.03553400000,3.00000000000,0.44260000000,10,0.22360003553
2,2,21NYDECA_WQX-11022301,SS BP v1.3.4,1,,,02020003,0,89540.01589920000,193928872.47400000000,4.00000000000,0.35230000000,10,193.92887247400
2,2,21NYDECA_WQX-11011204,SS BP v1.3.4,1,,,02020003,0,207940.03670500000,621521630.14000000000,5.00000000000,0.15770000000,10,621.52163014000
2,2,21NYDECA_WQX-11011101,SS BP v1.3.4,1,,,02020003,0,91700.01619770000,160505759.81000000000,6.00000000000,0.25120000000,10,160.50575981000
3,3,21NYDECA_WQX-11010215,SS BP v1.3.4,1,1,,02020003,0,781840.13990600000,7127992400.10000000000,7.00000000000,0.16932307692,39,7127.99240010000
3,3,21NYDECA_WQX-11010157,SS BP v1.3.4,1,1,,02020003,0,1253920.22450000000,11946541791.10000000000,8.00000000000,0.28810000000,40,11946.54179110000
2,2,21NYDECA_WQX-10054100,SS BP v1.3.4,1,,,02010001,0,48860.00880000000,48260317.70520000000,9.00000000000,0.07700000000,10,48.26031770520
2,2,21NYDECA_WQX-10053205,SS BP v1.3.4,1,,,02010001,0,51840.00960160000,46668417.23900000000,10.00000000000,0.24283333333,6,46.66841723900
2,2,21NYDECA_WQX-10053201,SS BP v1.3.4,1,,,02010001,0,70620.01360370000,86483431.91050000000,11.00000000000,0.16320000000,10,86.48343191050
2,2,21NYDECA_WQX-10052204,SS BP v1.3.4,1,,,02010001,0,216220.04020100000,471682273.07200000000,12.00000000000,0.35520000000,10,471.68227307200
2,2,21NYDECA_WQX-10052105,SS BP v1.3.4,1,,,02010001,0,22060.00359960000,11788104.34600000000,13.00000000000,0.10133333333,6,11.78810434600
2,2,21NYDECA_WQX-10052104,SS BP v1.3.4,1,,,02010004,0,45460.00839950000,45633216.26500000000,14.00000000000,0.01066666667,3,45.63321626500
2,2,21NYDECA_WQX-10051802,SS BP v1.3.4,1,,,02010008,0,30460.00589850000,19329807.00820000000,15.00000000000,0.14416666667,6,19.32980700820
2,2,21NYDECA_WQX-10051702,SS BP v1.3.4,1,,,02010008,0,35580.00590040000,19251006.95730000000,16.00000000000,0.01283333333,6,19.25100695730
2,2,21NYDECA_WQX-10051600,SS BP v1.3.4,1,,,02010001,0,355680.06390200000,1094639602.29000000000,17.00000000000,0.32190000000,10,1094.63960229000
2,2,21NYDECA_WQX-10051113,SS BP v1.3.4,1,,,02010008,0,51380.00950290000,48713117.66070000000,18.00000000000,0.02425000000,8,48.71311766070
2,2,21NYDECA_WQX-10042516,SS BP v1.3.4,1,,,02010004,0,112240.02159700000,240456886.20800000000,19.00000000000,0.13456250000,16,240.45688620800
2,2,21NYDECA_WQX-10042401,SS BP v1.3.4,1,,,02010008,0,71920.01190000000,68631924.69390000000,20.00000000000,0.03560000000,10,68.63192469390
2,2,21NYDECA_WQX-10041230,SS BP v1.3.4,1,,,02010008,0,113180.02140200000,217140578.14400000000,21.00000000000,0.10433333333,6,217.14057814400
2,2,21NYDECA_WQX-10041102,SS BP v1.3.4,1,,,02010004,0,368520.06640100000,1323064273.35000000000,22.00000000000,0.10600000000,10,1323.06427335000
2,2,21NYDECA_WQX-10032A01,SS BP v1.3.4,1,,,02010006,0,2120.00040054000,98900.05307200000,23.00000000000,0.10600000000,6,0.09890005307
2,2,21NYDECA_WQX-10032101,SS BP v1.3.4,1,,,02010006,0,86960.01509430000,143425051.19700000000,24.00000000000,0.10255555556,9,143.42505119700
2,2,21NYDECA_WQX-10031001,SS BP v1.3.4,1,,,02010006,0,431280.07729200000,1585974565.18000000000,25.00000000000,0.10012500000,8,1585.97456518000
2,2,21NYDECA_WQX-10022300,SS BP v1.3.4,1,,,02010008,0,117480.02060300000,258054791.12100000000,26.00000000000,0.08688888889,9,258.05479112100
2,2,21NYDECA_WQX-10021030,SS BP v1.3.4,1,,,02010008,0,98480.01720290000,209966574.16100000000,27.00000000000,0.05666666667,9,209.96657416100
2,2,21NYDECA_WQX-10021028,SS BP v1.3.4,1,,,02010008,0,108960.01930300000,223116778.72700000000,28.00000000000,0.11766666667,6,223.11677872700
2,2,21NYDECA_WQX-10010001E,SS BP v1.3.4,1,,,02010008,0,100.00000000000,400.00000000000,29.00000000000,0.13512941177,34,0.00040000000
2,2,21NYDECA_WQX-10010001,SS BP v1.3.4,1,,,02010008,0,520.00020027200,2500.00100136000,30.00000000000,0.12925000000,4,0.00250000100
2,2,21NYDECA_WQX-09065102,SS BP v1.3.4,1,,,04150303,0,42100.00749920000,49497517.87780000000,31.00000000000,1.44510000000,10,49.49751787780
2,2,21NYDECA_WQX-09054107,SS BP v1.3.4,1,,,04150303,0,100100.01900200000,109079238.75000000000,32.00000000000,0.05287500000,8,109.07923875000
3,3,21NYDECA_WQX-09051001,SS BP v1.3.4,1,1,,04150302,0,706500.12939600000,4173130089.21000000000,33.00000000000,0.19920000000,10,4173.13008921000
2,2,21NYDECA_WQX-09043105,SS BP v1.3.4,1,,,04150304,0,98060.01749900000,93436933.11840000000,34.00000000000,0.15888888889,9,93.43693311840
2,2,21NYDECA_WQX-09032200,SS BP v1.3.4,1,,,04150305,0,29340.00530290000,14785005.17480000000,35.00000000000,0.27170000000,10,14.78500517480
2,2,21NYDECA_WQX-09031081,SS BP v1.3.4,1,,,04150305,0,675220.11820000000,2568947622.17000000000,36.00000000000,0.34240000000,10,2568.94762217000
2,2,21NYDECA_WQX-09031003,SS BP v1.3.4,1,,,04150305,0,872100.15360200000,3250358262.14000000000,37.00000000000,0.16490000000,10,3250.35826214000
