HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,Shape_Leng,Shape_Area,sum_Averag,Point_Coun,ID,Field
2,2,USGS-442300073495101,SS BP v1.3.4,1,,,02010004,0,7340.00150108000,1484800.56297000000,0.03383333333,1,1612,0.00000000000
2,2,USGS-442243073542001,SS BP v1.3.4,1,,,02010006,0,5120.00099993000,697600.24621000000,0.24762500000,1,1613,0.00000000000
2,2,USGS-442223074015001,SS BP v1.3.4,1,,,02010006,0,13200.00230120000,4247301.52945000000,0.35966666667,1,1614,0.00000000000
2,2,USGS-442156073504901,SS BP v1.3.4,1,,,02010004,0,9960.00159884000,1760000.58193000000,0.01233333333,1,1615,0.00000000000
2,2,USGS-442137073291101,SS BP v1.3.4,1,,,02010008,0,6320.00110102000,715200.24782400000,0.00780000000,1,1616,0.00000000000
2,2,USGS-442101073512801,SS BP v1.3.4,1,,,02010004,0,7820.00130034000,1134100.41040000000,0.32466666667,1,1617,0.00000000000
2,2,USGS-442059073491001,SS BP v1.3.4,1,,,02010004,0,8120.00159979000,1416900.48228000000,0.11233333333,1,1618,0.00000000000
2,2,USGS-442058073453501,SS BP v1.3.4,1,,,02010004,0,3780.00040054000,264400.04305800000,0.00000000000,0,1619,0.00000000000
2,2,USGS-442018073484101,SS BP v1.3.4,1,,,02010004,0,10540.00180100000,1572200.55649000000,0.00000000000,0,1620,0.00000000000
2,2,USGS-441957073314601,SS BP v1.3.4,1,,,02010008,0,5060.00089884000,863000.30916500000,0.01175000000,1,1621,0.00000000000
2,2,USGS-441953073590801,SS BP v1.3.4,1,,,02010004,0,8440.00160074000,2147200.78192000000,0.39700000000,1,1622,0.00000000000
2,2,USGS-441905075043301,SS BP v1.3.4,1,,,04150304,0,26740.00460100000,15216405.46020000000,0.06900000000,1,1623,0.00000000000
2,2,USGS-441820073485301,SS BP v1.3.4,1,,,02010004,0,6640.00099897000,1081400.40359000000,0.00000000000,0,1624,0.00000000000
2,2,USGS-441812073424301,SS BP v1.3.4,1,,,02010004,0,4480.00089931000,378400.13809200000,0.03600000000,1,1625,0.00000000000
2,2,USGS-441750075121501,SS BP v1.3.4,1,,,04150302,0,3220.00059986000,259300.10089400000,0.09500000000,1,1626,0.00000000000
