HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,waterID,AverageSam,SampleCoun,Shape_Leng,Shape_Area,sum_Size,Point_Coun
2,2,21NYDECA_WQX-13051002,SS BP v1.3.4,1,,,02020008,0,135.00000000000,0.31900000000,8,234620.04480600000,523126800.50600000000,0.00000000000,0
2,2,21NYDECA_WQX-13013310,SS BP v1.3.4,1,,,02020006,0,136.00000000000,0.24625000000,8,96180.01809310000,150327357.06200000000,0.00000000000,0
2,2,21NYDECA_WQX-13013203,SS BP v1.3.4,1,,,02020006,0,137.00000000000,0.09625000000,8,38860.00639770000,21869708.30290000000,0.00000000000,0
2,2,21NYDECA_WQX-13013110,SS BP v1.3.4,1,,,02020006,0,138.00000000000,0.12975000000,8,48240.00950150000,42085615.85060000000,0.00000000000,0
2,2,21NYDECA_WQX-13012701,SS BP v1.3.4,1,,,02020008,0,139.00000000000,0.33753333333,9,84780.01700400000,79351230.95600000000,0.00000000000,0
2,2,21NYDECA_WQX-13012604,SS BP v1.3.4,1,,,02020008,0,140.00000000000,0.24912500000,8,31140.00600100000,17418406.61950000000,0.00000000000,0
2,2,21NYDECA_WQX-13012501,SS BP v1.3.4,1,,,02020006,0,141.00000000000,1.11888888889,9,88220.01769880000,76529028.80100000000,0.00000000000,0
2,2,21NYDECA_WQX-13011E00,SS BP v1.3.4,1,,,02020006,0,142.00000000000,0.62037500000,8,46700.00959730000,35669913.25250000000,0.00000000000,0
2,2,21NYDECA_WQX-13011C01,SS BP v1.3.4,1,,,02020006,0,143.00000000000,0.21718750000,8,20940.00420090000,9981803.68312000000,0.00000000000,0
2,2,21NYDECA_WQX-13011904,SS BP v1.3.4,1,,,02020009,0,144.00000000000,0.36060000000,10,79980.01749750000,104782740.71100000000,0.00000000000,0
2,2,21NYDECA_WQX-13011803,SS BP v1.3.4,1,,,02020006,0,145.00000000000,0.28800000000,10,86440.01510140000,81612230.51470000000,0.00000000000,0
2,2,21NYDECA_WQX-13011700,SS BP v1.3.4,1,,,02020008,0,146.00000000000,0.29870000000,10,88140.01900100000,132030251.00200000000,0.00000000000,0
